"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Sairaanhoitopiiri","Näytetyyppi","Koronavirustulos näytteestä","Epävarmuustekijät","Virtaama","Virtaamakorjattu RNA-lukumäärä"
"2021-03-22","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","ei havaittu","b","7879",""
"2021-03-22","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","tulos epävarma","b","30202",""
"2021-03-22","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","11371","9375"
"2021-03-22","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","14587",""
"2021-03-22","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","9900","62581"
"2021-03-22","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","5977","11387"
"2021-03-22","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","tulos epävarma","b","16000",""
"2021-03-22","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","59461","44492"
"2021-03-22","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","73521","71325"
"2021-03-22","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16641",""
"2021-03-22","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","2929",""
"2021-03-15","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","311431","59241"
"2021-03-15","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","18575","86683"
"2021-03-15","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","40633",""
"2021-03-15","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","ei havaittu","b","7066",""
"2021-03-15","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","63450","29187"
"2021-03-15","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","83950","108220"
"2021-03-08","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","111845","104635"
"2021-03-08","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","291241","95537"
"2021-03-08","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","17210","27278"
"2021-03-08","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","tulos epävarma","b","15601",""
"2021-03-08","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","31010",""
"2021-03-08","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7181",""
"2021-03-08","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","b","5005",""
"2021-03-08","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7717",""
"2021-03-08","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","29048",""
"2021-03-08","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","23413",""
"2021-03-08","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","17081",""
"2021-03-08","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16603",""
"2021-03-08","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","12892","32002"
"2021-03-08","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12551",""
"2021-03-08","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, yli määritysrajan","","5637","24768"
"2021-03-08","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","9122","5921"
"2021-03-08","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","39312",""
"2021-03-08","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","8715",""
"2021-03-08","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","30742",""
"2021-03-08","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","13779",""
"2021-03-08","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","12983",""
"2021-03-08","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","ei havaittu","b","5218",""
"2021-03-08","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","ei havaittu","b","5871",""
"2021-03-08","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","14335",""
"2021-03-08","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","67350","10449"
"2021-03-08","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","89490","33881"
"2021-03-08","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","15259",""
"2021-03-08","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","3054","139856"
"2021-03-01","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","330329","65735"
"2021-03-01","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","20535",""
"2021-03-01","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","a b","41611",""
"2021-03-01","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","69854",""
"2021-03-01","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","137299","26096"
"2021-02-22","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","87618","29595"
"2021-02-22","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","264061","44153"
"2021-02-22","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","14942",""
"2021-02-22","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","17003",""
"2021-02-22","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","32726",""
"2021-02-22","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","tulos epävarma","a","6944",""
"2021-02-22","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","5338",""
"2021-02-22","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7849",""
"2021-02-22","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","22504",""
"2021-02-22","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16921",""
"2021-02-22","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","18995",""
"2021-02-22","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","14469",""
"2021-02-22","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","10829",""
"2021-02-22","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12836",""
"2021-02-22","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, yli määritysrajan","b","10698","17259"
"2021-02-22","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","8331","9253"
"2021-02-22","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","40425",""
"2021-02-22","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","6902",""
"2021-02-22","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","30951",""
"2021-02-22","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","12148","79752"
"2021-02-22","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15617",""
"2021-02-22","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","7658",""
"2021-02-22","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","5366",""
"2021-02-22","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","11018",""
"2021-02-22","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","59800","10426"
"2021-02-22","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","90661","10326"
"2021-02-22","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","14546","10760"
"2021-02-22","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","2656","34018"
"2021-02-15","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","240961","69114"
"2021-02-15","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","18572",""
"2021-02-15","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","36639",""
"2021-02-15","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","8074","4181"
"2021-02-15","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","58392",""
"2021-02-15","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","64085","98785"
"2021-02-09","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","9514",""
"2021-02-08","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","98152","44267"
"2021-02-08","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","255845","70209"
"2021-02-08","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","15291","5537"
"2021-02-08","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15849",""
"2021-02-08","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","32806","15026"
"2021-02-08","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","7054",""
"2021-02-08","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","ei havaittu","b","5867",""
"2021-02-08","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","b","8255",""
"2021-02-08","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","tulos epävarma","b","25504",""
"2021-02-08","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","22198",""
"2021-02-08","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","18822","7515"
"2021-02-08","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","tulos epävarma","b","15012",""
"2021-02-08","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","12507",""
"2021-02-08","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","12683",""
"2021-02-08","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, alle määritysrajan","","5682",""
"2021-02-08","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","41936",""
"2021-02-08","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7214",""
"2021-02-08","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","26161",""
"2021-02-08","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","10017",""
"2021-02-08","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","16301",""
"2021-02-08","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","6160","20894"
"2021-02-08","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","12000",""
"2021-02-08","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","98152",""
"2021-02-08","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","69469","22492"
"2021-02-08","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","14252","19278"
"2021-02-08","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","2773","7467"
"2021-02-04","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","(a) b","43231",""
"2021-02-01","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","287601","40374"
"2021-02-01","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","18291","24586"
"2021-02-01","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","61112",""
"2021-02-01","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","84669",""
"2021-01-25","Suomenoja","Espoo","390000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","121084","9022"
"2021-01-25","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","337603","15863"
"2021-01-25","Paroinen","Hämeenlinna","66000","Kanta-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","17658",""
"2021-01-25","Kuhasalo","Joensuu","98000","Pohjois-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","18676",""
"2021-01-25","Nenäinniemi","Jyväskylä","154600","Keski-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","34297","31781"
"2021-01-25","Peuraniemi","Kajaani","33714","Kainuun SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7596",""
"2021-01-25","Peurasaari","Kemi","23000","Länsi-Pohjan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","6458",""
"2021-01-25","Hopeakivenlahti","Kokkola","36000","Keski-Pohjanmaan SHP","Tuleva jätevesi","ei havaittu","a b","8573",""
"2021-01-25","Mussalo","Kotka","99000","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","27584","4486"
"2021-01-25","Mäkikylä","Kouvola","67107","Kymenlaakson SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","21276","16629"
"2021-01-25","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","18209",""
"2021-01-25","Kariniemi","Lahti","63500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16295",""
"2021-01-25","Ali-Juhakkala","Lahti","61500","Päijät-Hämeen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","13637",""
"2021-01-25","Toikansuo","Lappeenranta","63000","Etelä-Karjalan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","14084",""
"2021-01-25","Lotsbroverket","Maarianhamina - Mariehamn","21000","Ahvenanmaa","Tuleva jätevesi","havaittu, alle määritysrajan","","11873",""
"2021-01-25","Kenkäveronniemi","Mikkeli","42000","Etelä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","9317",""
"2021-01-25","Taskila","Oulu","200000","Pohjois-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","41133",""
"2021-01-25","Alheda","Pietarsaari","30500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","7704",""
"2021-01-25","Luotsinmäki","Pori","112000","Satakunnan SHP","Tuleva jätevesi","ei havaittu","b","34093",""
"2021-01-25","Maanpäänniemi","Rauma","40000","Satakunnan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","14877","13103"
"2021-01-25","Alakorkalo","Rovaniemi","55000","Lapin SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16741",""
"2021-01-25","Salonkeskuspuhdistamo","Salo","45000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","15950",""
"2021-01-25","Pihlajaniemi","Savonlinna","22571","Itä-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","6362",""
"2021-01-25","Seinäjoenkeskuspuhdistamo","Seinäjoki","45000","Etelä-Pohjanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","14075",""
"2021-01-25","Viinikanlahti","Tampere","200000","Pirkanmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","64349",""
"2021-01-25","Kakolanmäki","Turku","300000","Varsinais-Suomen SHP","Tuleva jätevesi","havaittu, yli määritysrajan","b","113940","20323"
"2021-01-25","Pått","Vaasa","69500","Vaasan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","b","16102",""
"2021-01-25","Nummela","Vihti","17500","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","3355",""
"2021-01-18","Viikinmäki","Helsinki","860000","Helsingin ja Uudenmaan SHP","Tuleva jätevesi","havaittu, yli määritysrajan","","255982","10329"
"2021-01-18","Lehtoniemi","Kuopio","90697","Pohjois-Savon SHP","Tuleva jätevesi","havaittu, alle määritysrajan","","19452",""
