"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2021-03-07","Salonkeskuspuhdistamo","Salo","45000","5218","qPCR A","b","Ei havaittu",""
"2021-03-07","Pihlajaniemi","Savonlinna","22571","5871","qPCR A","b","Ei havaittu",""
"2021-03-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14335","qPCR A","b","Ei havaittu",""
"2021-03-07","Viinikanlahti","Tampere","200000","67350","qPCR A","b","Havaittiin","10449"
"2021-03-07","Kakolanmäki","Turku","300000","89490","qPCR A","b","Havaittiin","33881"
"2021-03-07","Pått","Vaasa","69500","15259","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-03-07","Nummela","Vihti","17500","3054","qPCR A","b","Havaittiin","139856"
"2021-03-01","Aggregoitu","Aggregoitu","","","qPCR A","","","38050"
"2021-02-28","Viikinmäki","Helsinki","910000","330329","qPCR A","b","Havaittiin","62124"
"2021-02-28","Lehtoniemi","Kuopio","95400","20535","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-28","Taskila","Oulu","200000","41611","qPCR A","a b","Havaittiin (alhainen määrä)",""
"2021-02-28","Viinikanlahti","Tampere","200000","69854","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-28","Kakolanmäki","Turku","300000","137299","qPCR A","b","Havaittiin","26096"
"2021-02-22","Aggregoitu","Aggregoitu","","","qPCR A","","","22964"
"2021-02-21","Suomenoja","Espoo","390000","87618","qPCR A","b","Havaittiin","29595"
"2021-02-21","Viikinmäki","Helsinki","910000","264061","qPCR A","","Havaittiin","41727"
"2021-02-21","Paroinen","Hämeenlinna","66000","14942","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Kuhasalo","Joensuu","98000","17003","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Nenäinniemi","Jyväskylä","154600","32726","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Peuraniemi","Kajaani","33714","6944","qPCR A","a","Ei havaittu",""
"2021-02-21","Peurasaari","Kemi","23000","5338","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Hopeakivenlahti","Kokkola","36000","7849","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Mussalo","Kotka","99000","22504","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Mäkikylä","Kouvola","67107","16921","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Lehtoniemi","Kuopio","95400","18995","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Ali-Juhakkala","Lahti","61500","10829","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Kariniemi","Lahti","63500","14469","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Toikansuo","Lappeenranta","63000","12836","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Lotsbroverket","Maarianhamina - Mariehamn","21000","10698","qPCR A","b","Havaittiin","17259"
"2021-02-21","Kenkäveronniemi","Mikkeli","42000","8331","qPCR A","b","Havaittiin","9253"
"2021-02-21","Taskila","Oulu","200000","40425","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Alheda","Pietarsaari","30500","6902","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Luotsinmäki","Pori","112000","30951","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Maanpäänniemi","Rauma","40000","12148","qPCR A","","Havaittiin","79752"
"2021-02-21","Alakorkalo","Rovaniemi","55000","15617","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-21","Salonkeskuspuhdistamo","Salo","45000","7658","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-21","Pihlajaniemi","Savonlinna","22571","5366","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-21","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","11018","qPCR A","b","Ei havaittu",""
"2021-02-21","Viinikanlahti","Tampere","200000","59800","qPCR A","b","Havaittiin","10426"
"2021-02-21","Kakolanmäki","Turku","300000","90661","qPCR A","b","Havaittiin","10326"
"2021-02-21","Pått","Vaasa","69500","14546","qPCR A","b","Havaittiin","10760"
"2021-02-21","Nummela","Vihti","17500","2656","qPCR A","b","Havaittiin","34018"
"2021-02-15","Aggregoitu","Aggregoitu","","","qPCR A","","","52498"
"2021-02-14","Viikinmäki","Helsinki","910000","240961","qPCR A","","Havaittiin","65316"
"2021-02-14","Lehtoniemi","Kuopio","95400","18572","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-14","Taskila","Oulu","200000","36639","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-14","Salonkeskuspuhdistamo","Salo","45000","8074","qPCR A","b","Havaittiin","4181"
"2021-02-14","Viinikanlahti","Tampere","200000","58392","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-14","Kakolanmäki","Turku","300000","64085","qPCR A","","Havaittiin","98785"
"2021-02-08","Aggregoitu","Aggregoitu","","","qPCR A","","","36199"
"2021-02-08","Kenkäveronniemi","Mikkeli","42000","9514","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Suomenoja","Espoo","390000","98152","qPCR A","b","Havaittiin","44267"
"2021-02-07","Viikinmäki","Helsinki","910000","255845","qPCR A","b","Havaittiin","66351"
"2021-02-07","Paroinen","Hämeenlinna","66000","15291","qPCR A","b","Havaittiin","5537"
"2021-02-07","Kuhasalo","Joensuu","98000","15849","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Nenäinniemi","Jyväskylä","154600","32806","qPCR A","b","Havaittiin","15026"
"2021-02-07","Peuraniemi","Kajaani","33714","7054","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Peurasaari","Kemi","23000","5867","qPCR A","b","Ei havaittu",""
"2021-02-07","Hopeakivenlahti","Kokkola","36000","8255","qPCR A","b","Ei havaittu",""
"2021-02-07","Mussalo","Kotka","99000","25504","qPCR A","b","Ei havaittu",""
"2021-02-07","Mäkikylä","Kouvola","67107","22198","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Lehtoniemi","Kuopio","95400","17379","qPCR A","b","Havaittiin","6596"
"2021-02-07","Ali-Juhakkala","Lahti","61500","12507","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Kariniemi","Lahti","63500","15012","qPCR A","b","Ei havaittu",""
"2021-02-07","Toikansuo","Lappeenranta","63000","12683","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Lotsbroverket","Maarianhamina - Mariehamn","21000","5682","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Taskila","Oulu","200000","41936","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Alheda","Pietarsaari","30500","7214","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Luotsinmäki","Pori","112000","26161","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Maanpäänniemi","Rauma","40000","10017","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Alakorkalo","Rovaniemi","55000","16301","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-02-07","Pihlajaniemi","Savonlinna","22571","6160","qPCR A","b","Havaittiin","20894"
"2021-02-07","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","12000","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Viinikanlahti","Tampere","200000","98152","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-02-07","Kakolanmäki","Turku","300000","69469","qPCR A","b","Havaittiin","22492"
"2021-02-07","Pått","Vaasa","69500","14252","qPCR A","","Havaittiin","19278"
"2021-02-07","Nummela","Vihti","17500","2773","qPCR A","b","Havaittiin","7467"
"2021-02-03","Taskila","Oulu","200000","43231","qPCR A","(a) b","Havaittiin (alhainen määrä)",""
"2021-02-01","Aggregoitu","Aggregoitu","","","qPCR A","","","21986"
"2021-01-31","Viikinmäki","Helsinki","910000","287601","qPCR A","","Havaittiin","38156"
"2021-01-31","Lehtoniemi","Kuopio","95400","16525","qPCR A","b","Havaittiin","21117"
"2021-01-31","Viinikanlahti","Tampere","200000","61112","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-31","Kakolanmäki","Turku","300000","84669","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-25","Aggregoitu","Aggregoitu","","","qPCR A","","","10604"
"2021-01-24","Suomenoja","Espoo","390000","121084","qPCR A","b","Havaittiin","9022"
"2021-01-24","Viikinmäki","Helsinki","910000","337603","qPCR A","b","Havaittiin","14992"
"2021-01-24","Paroinen","Hämeenlinna","66000","17658","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Kuhasalo","Joensuu","98000","18676","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Nenäinniemi","Jyväskylä","154600","34297","qPCR A","b","Havaittiin","31781"
"2021-01-24","Peuraniemi","Kajaani","33714","7596","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Peurasaari","Kemi","23000","6458","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Hopeakivenlahti","Kokkola","36000","8573","qPCR A","a b","Ei havaittu",""
"2021-01-24","Mussalo","Kotka","99000","27584","qPCR A","b","Havaittiin","4486"
"2021-01-24","Mäkikylä","Kouvola","67107","21276","qPCR A","b","Havaittiin","16629"
"2021-01-24","Lehtoniemi","Kuopio","95400","18209","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Ali-Juhakkala","Lahti","61500","13637","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-24","Kariniemi","Lahti","63500","16295","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Toikansuo","Lappeenranta","63000","14084","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Lotsbroverket","Maarianhamina - Mariehamn","21000","11873","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-24","Kenkäveronniemi","Mikkeli","42000","9317","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-24","Taskila","Oulu","200000","41133","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Alheda","Pietarsaari","30500","7704","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Luotsinmäki","Pori","112000","34093","qPCR A","b","Ei havaittu",""
"2021-01-24","Maanpäänniemi","Rauma","40000","14877","qPCR A","b","Havaittiin","13103"
"2021-01-24","Alakorkalo","Rovaniemi","55000","16741","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Salonkeskuspuhdistamo","Salo","45000","15950","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Pihlajaniemi","Savonlinna","22571","6362","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-24","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14075","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Viinikanlahti","Tampere","200000","64349","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-24","Kakolanmäki","Turku","300000","113940","qPCR A","b","Havaittiin","20323"
"2021-01-24","Pått","Vaasa","69500","16102","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-24","Nummela","Vihti","17500","3355","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-18","Aggregoitu","Aggregoitu","","","qPCR A","","","7210"
"2021-01-17","Viikinmäki","Helsinki","910000","255982","qPCR A","","Havaittiin","9761"
"2021-01-17","Lehtoniemi","Kuopio","95400","19452","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-17","Taskila","Oulu","200000","43750","qPCR A","b","Havaittiin","14050"
"2021-01-17","Viinikanlahti","Tampere","200000","62012","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-17","Kakolanmäki","Turku","300000","68650","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-11","Aggregoitu","Aggregoitu","","","qPCR A","","","21302"
"2021-01-10","Suomenoja","Espoo","390000","101830","qPCR A","b","Havaittiin","16209"
"2021-01-10","Viikinmäki","Helsinki","910000","269750","qPCR A","b","Havaittiin","32892"
"2021-01-10","Paroinen","Hämeenlinna","66000","17121","qPCR A","b","Havaittiin","15256"
"2021-01-10","Kuhasalo","Joensuu","98000","17319","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Nenäinniemi","Jyväskylä","154600","35598","qPCR A","b","Havaittiin","6288"
"2021-01-10","Peuraniemi","Kajaani","33714","8498","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Peurasaari","Kemi","23000","7958","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Hopeakivenlahti","Kokkola","36000","8775","qPCR A","b","Ei havaittu",""
"2021-01-10","Mussalo","Kotka","99000","30561","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Mäkikylä","Kouvola","67107","26000","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-10","Lehtoniemi","Kuopio","95400","19553","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Ali-Juhakkala","Lahti","61500","13639","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-10","Kariniemi","Lahti","63500","16929","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-10","Toikansuo","Lappeenranta","63000","13883","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-10","Lotsbroverket","Maarianhamina - Mariehamn","21000","6083","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Kenkäveronniemi","Mikkeli","42000","9500","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Taskila","Oulu","200000","41654","qPCR A","b","Havaittiin","15699"
"2021-01-10","Alheda","Pietarsaari","30500","8016","qPCR A","b","Havaittiin","21577"
"2021-01-10","Luotsinmäki","Pori","112000","28996","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Maanpäänniemi","Rauma","40000","10847","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Alakorkalo","Rovaniemi","55000","17575","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Salonkeskuspuhdistamo","Salo","45000","9269","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Pihlajaniemi","Savonlinna","22571","6660","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","14570","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-10","Kakolanmäki","Turku","300000","75108","qPCR A","b","Havaittiin","11509"
"2021-01-10","Pått","Vaasa","69500","16125","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-10","Nummela","Vihti","17500","2869","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-04","Aggregoitu","Aggregoitu","","","qPCR A","","","8837"
"2021-01-03","Viikinmäki","Helsinki","910000","308638","qPCR A","","Havaittiin","15527"
"2021-01-03","Lehtoniemi","Kuopio","95400","20023","qPCR A","b","Havaittiin (alhainen määrä)",""
"2021-01-03","Taskila","Oulu","200000","43684","qPCR A","a b (c)","Havaittiin (alhainen määrä)",""
"2021-01-03","Viinikanlahti","Tampere","200000","68289","qPCR A","","Havaittiin (alhainen määrä)",""
"2021-01-03","Kakolanmäki","Turku","300000","102504","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-20","Salonkeskuspuhdistamo","Salo","45000","11562","qPCR A","(b) c","Havaittiin (alhainen määrä)",""
"2020-12-14","Aggregoitu","Aggregoitu","","","qPCR A","","","17847"
"2020-12-13","Suomenoja","Espoo","390000","100852","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Viikinmäki","Helsinki","910000","253892","qPCR A","","Havaittiin","36658"
"2020-12-13","Paroinen","Hämeenlinna","66000","15536","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Kuhasalo","Joensuu","98000","17912","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Nenäinniemi","Jyväskylä","154600","35759","qPCR A","","Havaittiin","56999"
"2020-12-13","Peuraniemi","Kajaani","33714","9903","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Peurasaari","Kemi","23000","14531","qPCR A","b","Ei havaittu",""
"2020-12-13","Hopeakivenlahti","Kokkola","36000","9335","qPCR A","","Ei havaittu",""
"2020-12-13","Mussalo","Kotka","99000","27013","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Mäkikylä","Kouvola","67107","22330","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Lehtoniemi","Kuopio","95400","21108","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Ali-Juhakkala","Lahti","61500","12911","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Kariniemi","Lahti","63500","21903","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Toikansuo","Lappeenranta","63000","14087","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Lotsbroverket","Maarianhamina - Mariehamn","21000","5995","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Taskila","Oulu","200000","52455","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Alheda","Pietarsaari","30500","9221","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-13","Luotsinmäki","Pori","112000","32453","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Maanpäänniemi","Rauma","40000","11784","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Alakorkalo","Rovaniemi","55000","15388","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Pihlajaniemi","Savonlinna","22571","6945","qPCR A","","Ei havaittu",""
"2020-12-13","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16328","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Viinikanlahti","Tampere","200000","62489","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Kakolanmäki","Turku","300000","73447","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Pått","Vaasa","69500","18187","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-13","Nummela","Vihti","17500","2869","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-08","Viinikanlahti","Tampere","200000","71394","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-12-07","Aggregoitu","Aggregoitu","","","qPCR A","","","22163"
"2020-12-06","Viikinmäki","Helsinki","910000","277529","qPCR A","","Havaittiin","39318"
"2020-12-06","Lehtoniemi","Kuopio","95400","23626","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-12-06","Taskila","Oulu","200000","52274","qPCR A","","Havaittiin","6307"
"2020-12-06","Kakolanmäki","Turku","300000","93414","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-30","Aggregoitu","Aggregoitu","","","qPCR A","","","24031"
"2020-11-29","Suomenoja","Espoo","390000","132668","qPCR A","b","Havaittiin","59092"
"2020-11-29","Viikinmäki","Helsinki","910000","301694","qPCR A","","Havaittiin","25031"
"2020-11-29","Paroinen","Hämeenlinna","66000","18205","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Kuhasalo","Joensuu","98000","21440","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Nenäinniemi","Jyväskylä","154600","41108","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Peuraniemi","Kajaani","33714","11994","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-11-29","Peurasaari","Kemi","23000","12259","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-11-29","Hopeakivenlahti","Kokkola","36000","12147","qPCR A","b","Ei havaittu",""
"2020-11-29","Mussalo","Kotka","99000","34909","qPCR A","b","Havaittiin (alhainen määrä)",""
"2020-11-29","Mäkikylä","Kouvola","67107","32709","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Lehtoniemi","Kuopio","95400","23405","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Ali-Juhakkala","Lahti","61500","16488","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Kariniemi","Lahti","63500","18905","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Toikansuo","Lappeenranta","63000","15490","qPCR A","b","Ei havaittu",""
"2020-11-29","Lotsbroverket","Maarianhamina - Mariehamn","21000","6878","qPCR A","","Havaittiin (alhainen määrä)",""
"2020-11-29","Kenkäveronniemi","Mikkeli","42000","11018","qPCR A","","Havaittiin (alhainen määrä)",""
