"Näytteen päivämäärä","Puhdistamo","Puhdistamon sijainti","Puhdistamon asiakasmäärä","Virtaama","Menetelmä","Epävarmuus-tekijät","Koronavirus-tulos näytteestä","Normalisoitu RNA-lukumäärä"
"2024-01-28","Kuhasalo","Joensuu","98000","14518","qPCR C","","Havaittiin","27629"
"2024-01-28","Nenäinniemi","Jyväskylä","154600","32171","qPCR C","","Havaittiin","68983"
"2024-01-28","Lehtoniemi","Kuopio","95400","20695","qPCR C","","Havaittiin","58684"
"2024-01-28","Toikansuo","Lappeenranta","63000","11919","qPCR C","","Havaittiin","43983"
"2024-01-28","Taskila","Oulu","200000","45083","qPCR C","","Havaittiin","67062"
"2024-01-28","Alakorkalo","Rovaniemi","55000","14802","qPCR C","","Havaittiin","105091"
"2024-01-28","Viinikanlahti","Tampere","200000","66431","qPCR C","","Havaittiin","65180"
"2024-01-28","Kakolanmäki","Turku","300000","79041","qPCR C","","Havaittiin","78699"
"2024-01-28","Pått","Vaasa","69500","15765","qPCR C","","Havaittiin","30761"
"2024-01-22","Aggregoitu","Aggregoitu","","","qPCR C","","","53427"
"2024-01-21","Blominmäki","Espoo","390000","87270","qPCR C","","Havaittiin","84618"
"2024-01-21","Viikinmäki","Helsinki","910000","232801","qPCR C","","Havaittiin","41593"
"2024-01-21","Kuhasalo","Joensuu","98000","14523","qPCR C","","Havaittiin","39269"
"2024-01-21","Nenäinniemi","Jyväskylä","154600","32040","qPCR C","","Havaittiin","88524"
"2024-01-21","Lehtoniemi","Kuopio","95400","20737","qPCR C","","Havaittiin","68131"
"2024-01-21","Taskila","Oulu","200000","42644","qPCR C","","Havaittiin","69458"
"2024-01-21","Alakorkalo","Rovaniemi","55000","15458","qPCR C","","Havaittiin","145587"
"2024-01-21","Viinikanlahti","Tampere","200000","64307","qPCR C","","Havaittiin","90959"
"2024-01-21","Kakolanmäki","Turku","300000","60618","qPCR C","","Havaittiin","41685"
"2024-01-21","Pått","Vaasa","69500","14237","qPCR C","","Havaittiin","31752"
"2024-01-15","Aggregoitu","Aggregoitu","","","qPCR C","","","85773"
"2024-01-14","Blominmäki","Espoo","390000","87946","qPCR C","","Havaittiin","119029"
"2024-01-14","Viikinmäki","Helsinki","910000","240970","qPCR C","","Havaittiin","71185"
"2024-01-14","Kuhasalo","Joensuu","98000","15134","qPCR C","","Havaittiin","63998"
"2024-01-14","Nenäinniemi","Jyväskylä","154600","32667","qPCR C","","Havaittiin","114011"
"2024-01-14","Lehtoniemi","Kuopio","95400","13500","qPCR C","","Havaittiin","66295"
"2024-01-14","Taskila","Oulu","200000","42876","qPCR C","","Havaittiin","84036"
"2024-01-14","Alakorkalo","Rovaniemi","55000","14390","qPCR C","","Havaittiin","301870"
"2024-01-14","Viinikanlahti","Tampere","200000","65491","qPCR C","(a)","Havaittiin","88005"
"2024-01-14","Kakolanmäki","Turku","300000","61244","qPCR C","","Havaittiin","116180"
"2024-01-14","Pått","Vaasa","69500","14260","qPCR C","","Havaittiin","30528"
"2024-01-08","Aggregoitu","Aggregoitu","","","qPCR C","","","88932"
"2024-01-08","Lehtoniemi","Kuopio","95400","19103","qPCR C","","Havaittiin","52795"
"2024-01-07","Blominmäki","Espoo","390000","87459","qPCR C","","Havaittiin","143647"
"2024-01-07","Viikinmäki","Helsinki","910000","238634","qPCR C","","Havaittiin","83000"
"2024-01-07","Kuhasalo","Joensuu","98000","15433","qPCR C","","Havaittiin","46447"
"2024-01-07","Nenäinniemi","Jyväskylä","154600","33272","qPCR C","","Havaittiin","123295"
"2024-01-07","Taskila","Oulu","200000","41317","qPCR C","","Havaittiin","103390"
"2024-01-07","Alakorkalo","Rovaniemi","55000","15148","qPCR C","","Havaittiin","270281"
"2024-01-07","Viinikanlahti","Tampere","200000","66915","qPCR C","","Havaittiin","121380"
"2024-01-07","Kakolanmäki","Turku","300000","62683","qPCR C","","Havaittiin","80306"
"2024-01-07","Pått","Vaasa","69500","15122","qPCR C","","Havaittiin","34847"
"2023-12-18","Aggregoitu","Aggregoitu","","","qPCR C","","","260876"
"2023-12-17","Blominmäki","Espoo","390000","100779","qPCR C","","Havaittiin","441510"
"2023-12-17","Viikinmäki","Helsinki","910000","267495","qPCR C","","Havaittiin","255853"
"2023-12-17","Kuhasalo","Joensuu","98000","16492","qPCR C","","Havaittiin","99246"
"2023-12-17","Nenäinniemi","Jyväskylä","154600","34077","qPCR C","","Havaittiin","359608"
"2023-12-17","Lehtoniemi","Kuopio","95400","15607","qPCR C","","Havaittiin","200676"
"2023-12-17","Toikansuo","Lappeenranta","63000","15092","qPCR C","","Havaittiin","200138"
"2023-12-17","Taskila","Oulu","200000","43322","qPCR C","","Havaittiin","203474"
"2023-12-17","Alakorkalo","Rovaniemi","55000","16700","qPCR C","","Havaittiin","448230"
"2023-12-17","Viinikanlahti","Tampere","200000","66602","qPCR C","","Havaittiin","385521"
"2023-12-17","Kakolanmäki","Turku","300000","76512","qPCR C","","Havaittiin","286126"
"2023-12-17","Pått","Vaasa","69500","14584","qPCR C","","Havaittiin","186432"
"2023-12-11","Aggregoitu","Aggregoitu","","","qPCR C","","","533480"
"2023-12-10","Blominmäki","Espoo","390000","83661","qPCR C","","Havaittiin","591424"
"2023-12-10","Viikinmäki","Helsinki","910000","239752","qPCR C","","Havaittiin","558502"
"2023-12-10","Kuhasalo","Joensuu","98000","16636","qPCR C","","Havaittiin","212893"
"2023-12-10","Nenäinniemi","Jyväskylä","154600","33996","qPCR C","","Havaittiin","419805"
"2023-12-10","Lehtoniemi","Kuopio","95400","15016","qPCR C","","Havaittiin","289903"
"2023-12-10","Taskila","Oulu","200000","40725","qPCR C","","Havaittiin","433690"
"2023-12-10","Alakorkalo","Rovaniemi","55000","15624","qPCR C","","Havaittiin","687993"
"2023-12-10","Viinikanlahti","Tampere","200000","70668","qPCR C","","Havaittiin","822421"
"2023-12-10","Kakolanmäki","Turku","300000","64915","qPCR C","","Havaittiin","542353"
"2023-12-10","Pått","Vaasa","69500","14171","qPCR C","","Havaittiin","287358"
"2023-12-04","Aggregoitu","Aggregoitu","","","qPCR C","","","225876"
"2023-12-03","Blominmäki","Espoo","390000","87101","qPCR C","","Havaittiin","236426"
"2023-12-03","Viikinmäki","Helsinki","910000","236760","qPCR C","","Havaittiin","257426"
"2023-12-03","Kuhasalo","Joensuu","98000","17859","qPCR C","","Havaittiin","146840"
"2023-12-03","Nenäinniemi","Jyväskylä","154600","35025","qPCR C","","Havaittiin","184664"
"2023-12-03","Lehtoniemi","Kuopio","95400","16485","qPCR C","","Havaittiin","153661"
"2023-12-03","Taskila","Oulu","200000","41815","qPCR C","","Havaittiin","108730"
"2023-12-03","Alakorkalo","Rovaniemi","55000","16457","qPCR C","(a)","Havaittiin","58025"
"2023-12-03","Viinikanlahti","Tampere","200000","70163","qPCR C","","Havaittiin","364691"
"2023-12-03","Kakolanmäki","Turku","300000","72695","qPCR C","","Havaittiin","214962"
"2023-12-03","Pått","Vaasa","69500","14465","qPCR C","(a)","Havaittiin","140923"
"2023-11-27","Aggregoitu","Aggregoitu","","","qPCR C","","","528642"
"2023-11-26","Blominmäki","Espoo","390000","96805","qPCR C","","Havaittiin","643093"
"2023-11-26","Viikinmäki","Helsinki","910000","252836","qPCR C","","Havaittiin","485207"
"2023-11-26","Kuhasalo","Joensuu","98000","17390","qPCR C","","Havaittiin","424590"
"2023-11-26","Nenäinniemi","Jyväskylä","154600","37028","qPCR C","","Havaittiin","562151"
"2023-11-26","Lehtoniemi","Kuopio","95400","16240","qPCR C","","Havaittiin","571032"
"2023-11-26","Toikansuo","Lappeenranta","63000","13089","qPCR C","","Havaittiin","323726"
"2023-11-26","Taskila","Oulu","200000","43366","qPCR C","","Havaittiin","454478"
"2023-11-26","Alakorkalo","Rovaniemi","55000","16232","qPCR C","","Havaittiin","593214"
"2023-11-26","Viinikanlahti","Tampere","200000","77206","qPCR C","","Havaittiin","823853"
"2023-11-26","Pått","Vaasa","69500","15208","qPCR C","","Havaittiin","498677"
"2023-11-20","Aggregoitu","Aggregoitu","","","qPCR C","","","483199"
"2023-11-19","Blominmäki","Espoo","390000","108432","qPCR C","","Havaittiin","479904"
"2023-11-19","Viikinmäki","Helsinki","910000","289823","qPCR C","","Havaittiin","404190"
"2023-11-19","Kuhasalo","Joensuu","98000","19804","qPCR C","","Havaittiin","441535"
"2023-11-19","Nenäinniemi","Jyväskylä","154600","40117","qPCR C","","Havaittiin","519593"
"2023-11-19","Lehtoniemi","Kuopio","95400","19927","qPCR C","","Havaittiin","524791"
"2023-11-19","Taskila","Oulu","200000","42514","qPCR C","","Havaittiin","513733"
"2023-11-19","Alakorkalo","Rovaniemi","55000","12523","qPCR C","","Havaittiin","623354"
"2023-11-19","Viinikanlahti","Tampere","200000","86192","qPCR C","","Havaittiin","728081"
"2023-11-19","Kakolanmäki","Turku","300000","87666","qPCR C","","Havaittiin","529283"
"2023-11-19","Pått","Vaasa","69500","17101","qPCR C","","Havaittiin","416978"
"2023-11-13","Aggregoitu","Aggregoitu","","","qPCR C","","","618725"
"2023-11-12","Blominmäki","Espoo","390000","185801","qPCR C","b","Havaittiin","1233816"
"2023-11-12","Viikinmäki","Helsinki","910000","460614","qPCR C","","Havaittiin","583546"
"2023-11-12","Kuhasalo","Joensuu","98000","23920","qPCR C","","Havaittiin","669463"
"2023-11-12","Nenäinniemi","Jyväskylä","154600","49759","qPCR C","","Havaittiin","839647"
"2023-11-12","Lehtoniemi","Kuopio","95400","23278","qPCR C","","Havaittiin","596535"
"2023-11-12","Taskila","Oulu","200000","45542","qPCR C","","Havaittiin","487639"
"2023-11-12","Alakorkalo","Rovaniemi","55000","16291","qPCR C","","Havaittiin","895358"
"2023-11-12","Viinikanlahti","Tampere","200000","120201","qPCR C","","Havaittiin","485745"
"2023-11-12","Kakolanmäki","Turku","300000","207020","qPCR C","","Havaittiin","785277"
"2023-11-12","Pått","Vaasa","69500","21207","qPCR C","","Havaittiin","860324"
"2023-11-06","Aggregoitu","Aggregoitu","","","qPCR C","","","380482"
"2023-11-05","Blominmäki","Espoo","390000","129250","qPCR C","","Havaittiin","314323"
"2023-11-05","Viikinmäki","Helsinki","910000","319145","qPCR C","","Havaittiin","398688"
"2023-11-05","Kuhasalo","Joensuu","98000","21199","qPCR C","","Havaittiin","444943"
"2023-11-05","Nenäinniemi","Jyväskylä","154600","47519","qPCR C","","Havaittiin","634525"
"2023-11-05","Lehtoniemi","Kuopio","95400","20449","qPCR C","","Havaittiin","188279"
"2023-11-05","Taskila","Oulu","200000","48993","qPCR C","","Havaittiin","479787"
"2023-11-05","Alakorkalo","Rovaniemi","55000","17172","qPCR C","","Havaittiin","422876"
"2023-11-05","Viinikanlahti","Tampere","200000","127094","qPCR C","","Havaittiin","306002"
"2023-11-05","Kakolanmäki","Turku","300000","126080","qPCR C","","Havaittiin","330064"
"2023-11-05","Pått","Vaasa","69500","25311","qPCR C","","Havaittiin","427696"
"2023-10-30","Aggregoitu","Aggregoitu","","","qPCR C","","","254590"
"2023-10-29","Blominmäki","Espoo","390000","91262","qPCR C","","Havaittiin","309762"
"2023-10-29","Viikinmäki","Helsinki","910000","171000","qPCR C","c","Havaittiin","163225"
"2023-10-29","Kuhasalo","Joensuu","98000","19121","qPCR C","","Havaittiin","315701"
"2023-10-29","Nenäinniemi","Jyväskylä","154600","38007","qPCR C","","Havaittiin","876516"
"2023-10-29","Lehtoniemi","Kuopio","95400","18250","qPCR C","","Havaittiin","324236"
"2023-10-29","Taskila","Oulu","200000","46532","qPCR C","","Havaittiin","282702"
"2023-10-29","Alakorkalo","Rovaniemi","55000","18455","qPCR C","","Havaittiin","460424"
"2023-10-29","Viinikanlahti","Tampere","200000","76270","qPCR C","","Havaittiin","229340"
"2023-10-29","Kakolanmäki","Turku","300000","66887","qPCR C","","Havaittiin","432459"
"2023-10-29","Pått","Vaasa","69500","15679","qPCR C","","Havaittiin","330191"
"2023-10-23","Aggregoitu","Aggregoitu","","","qPCR C","","","168095"
"2023-10-22","Blominmäki","Espoo","390000","105470","qPCR C","b","Havaittiin","291880"
"2023-10-22","Viikinmäki","Helsinki","910000","290947","qPCR C","","Havaittiin","165637"
"2023-10-22","Kuhasalo","Joensuu","98000","21344","qPCR C","","Havaittiin","156880"
"2023-10-22","Nenäinniemi","Jyväskylä","154600","40779","qPCR C","","Havaittiin","206806"
"2023-10-22","Lehtoniemi","Kuopio","95400","22804","qPCR C","","Havaittiin","153907"
"2023-10-22","Toikansuo","Lappeenranta","63000","14352","qPCR C","","Havaittiin","217335"
"2023-10-22","Taskila","Oulu","200000","36190","qPCR C","","Havaittiin","155221"
"2023-10-22","Alakorkalo","Rovaniemi","55000","20040","qPCR C","","Havaittiin","185720"
"2023-10-22","Viinikanlahti","Tampere","200000","70129","qPCR C","","Havaittiin","153385"
"2023-10-22","Kakolanmäki","Turku","300000","76833","qPCR C","","Havaittiin","211450"
"2023-10-22","Pått","Vaasa","69500","17744","qPCR C","","Havaittiin","113860"
"2023-10-16","Aggregoitu","Aggregoitu","","","qPCR C","","","112760"
"2023-10-15","Blominmäki","Espoo","390000","174480","qPCR C","","Havaittiin","75237"
"2023-10-15","Viikinmäki","Helsinki","910000","507344","qPCR C","","Havaittiin","84823"
"2023-10-15","Kuhasalo","Joensuu","98000","28250","qPCR C","","Havaittiin","102760"
"2023-10-15","Nenäinniemi","Jyväskylä","154600","51583","qPCR C","","Havaittiin","108792"
"2023-10-15","Lehtoniemi","Kuopio","95400","26827","qPCR C","","Havaittiin","129361"
"2023-10-15","Taskila","Oulu","200000","79016","qPCR C","","Havaittiin","165914"
"2023-10-15","Viinikanlahti","Tampere","200000","105445","qPCR C","","Havaittiin","139064"
"2023-10-15","Kakolanmäki","Turku","300000","130469","qPCR C","b","Havaittiin","128874"
"2023-10-15","Pått","Vaasa","69500","26933","qPCR C","","Havaittiin","171667"
"2023-10-09","Aggregoitu","Aggregoitu","","","qPCR C","","","66202"
"2023-10-08","Blominmäki","Espoo","390000","186967","qPCR C","","Havaittiin","50129"
"2023-10-08","Viikinmäki","Helsinki","910000","445172","qPCR C","","Havaittiin","43562"
"2023-10-08","Kuhasalo","Joensuu","98000","24698","qPCR C","","Havaittiin","35448"
"2023-10-08","Nenäinniemi","Jyväskylä","154600","50184","qPCR C","","Havaittiin","104860"
"2023-10-08","Lehtoniemi","Kuopio","95400","22332","qPCR C","","Havaittiin","115000"
"2023-10-08","Taskila","Oulu","200000","72921","qPCR C","","Havaittiin","86795"
"2023-10-08","Viinikanlahti","Tampere","200000","113881","qPCR C","","Havaittiin","99376"
"2023-10-08","Kakolanmäki","Turku","300000","117847","qPCR C","","Havaittiin","91821"
"2023-10-08","Pått","Vaasa","69500","20525","qPCR C","","Havaittiin","73709"
"2023-10-02","Aggregoitu","Aggregoitu","","","qPCR C","","","43854"
"2023-10-01","Blominmäki","Espoo","390000","89940","qPCR C","","Havaittiin","59433"
"2023-10-01","Viikinmäki","Helsinki","910000","237578","qPCR C","","Havaittiin","47479"
"2023-10-01","Kuhasalo","Joensuu","98000","20040","qPCR C","","Havaittiin","22027"
"2023-10-01","Nenäinniemi","Jyväskylä","154600","40966","qPCR C","","Havaittiin","45505"
"2023-10-01","Lehtoniemi","Kuopio","95400","20028","qPCR C","","Havaittiin","27835"
"2023-10-01","Taskila","Oulu","200000","55890","qPCR C","","Havaittiin","32947"
"2023-10-01","Viinikanlahti","Tampere","200000","80786","qPCR C","","Havaittiin","44142"
"2023-10-01","Kakolanmäki","Turku","300000","63753","qPCR C","","Havaittiin","53586"
"2023-10-01","Pått","Vaasa","69500","20863","qPCR C","","Havaittiin","37705"
"2023-09-25","Aggregoitu","Aggregoitu","","","qPCR C","","","58337"
"2023-09-24","Blominmäki","Espoo","390000","93928","qPCR C","","Havaittiin","67862"
"2023-09-24","Viikinmäki","Helsinki","910000","264023","qPCR C","","Havaittiin","40782"
"2023-09-24","Kuhasalo","Joensuu","98000","19705","qPCR C","","Havaittiin","25772"
"2023-09-24","Nenäinniemi","Jyväskylä","154600","40316","qPCR C","","Havaittiin","52376"
"2023-09-24","Lehtoniemi","Kuopio","95400","20725","qPCR C","","Havaittiin","91333"
"2023-09-24","Toikansuo","Lappeenranta","63000","13921","qPCR C","","Havaittiin","21442"
"2023-09-24","Taskila","Oulu","200000","54647","qPCR C","","Havaittiin","66905"
"2023-09-24","Alakorkalo","Rovaniemi","55000","26457","qPCR C","","Havaittiin","156624"
"2023-09-24","Viinikanlahti","Tampere","200000","77391","qPCR C","","Havaittiin","84321"
"2023-09-24","Kakolanmäki","Turku","300000","76589","qPCR C","","Havaittiin","80678"
"2023-09-24","Pått","Vaasa","69500","16692","qPCR C","","Havaittiin","15154"
"2023-09-18","Aggregoitu","Aggregoitu","","","qPCR C","","","18274"
"2023-09-17","Blominmäki","Espoo","390000","90450","qPCR C","","Havaittiin","23622"
"2023-09-17","Viikinmäki","Helsinki","910000","253127","qPCR C","","Havaittiin","19672"
"2023-09-17","Kuhasalo","Joensuu","98000","24350","qPCR C","","Havaittiin","10438"
"2023-09-17","Nenäinniemi","Jyväskylä","154600","41273","qPCR C","","Havaittiin","29363"
"2023-09-17","Lehtoniemi","Kuopio","95400","18153","qPCR C","","Havaittiin","29834"
"2023-09-17","Taskila","Oulu","200000","52814","qPCR C","","Havaittiin","22525"
"2023-09-17","Viinikanlahti","Tampere","200000","86710","qPCR C","","Havaittiin","15179"
"2023-09-17","Kakolanmäki","Turku","300000","62616","qPCR C","","Havaittiin","16182"
"2023-09-17","Pått","Vaasa","69500","19572","qPCR C","","Havaittiin (alhainen määrä)",""
"2023-09-11","Aggregoitu","Aggregoitu","","","qPCR C","","","53665"
"2023-09-10","Blominmäki","Espoo","390000","94300","qPCR C","","Havaittiin","58049"
"2023-09-10","Viikinmäki","Helsinki","910000","232131","qPCR C","","Havaittiin","59241"
"2023-09-10","Kuhasalo","Joensuu","98000","16081","qPCR C","","Havaittiin","25688"
"2023-09-10","Nenäinniemi","Jyväskylä","154600","36686","qPCR C","","Havaittiin","28544"
"2023-09-10","Lehtoniemi","Kuopio","95400","13875","qPCR C","","Havaittiin","38678"
"2023-09-10","Taskila","Oulu","200000","51402","qPCR C","","Havaittiin","58608"
"2023-09-10","Viinikanlahti","Tampere","200000","79045","qPCR C","","Havaittiin","34079"
"2023-09-10","Kakolanmäki","Turku","300000","64382","qPCR C","a","Havaittiin","64284"
"2023-09-10","Pått","Vaasa","69500","16015","qPCR C","","Havaittiin","36963"
"2023-09-04","Aggregoitu","Aggregoitu","","","qPCR C","","","54976"
"2023-09-03","Blominmäki","Espoo","390000","149349","qPCR C","","Havaittiin","46922"
"2023-09-03","Viikinmäki","Helsinki","910000","325098","qPCR C","b","Havaittiin","58097"
"2023-09-03","Kuhasalo","Joensuu","98000","15624","qPCR C","","Havaittiin","26216"
"2023-09-03","Nenäinniemi","Jyväskylä","154600","40421","qPCR C","","Havaittiin","49314"
"2023-09-03","Lehtoniemi","Kuopio","95400","13870","qPCR C","","Havaittiin","45765"
"2023-09-03","Taskila","Oulu","200000","60023","qPCR C","","Havaittiin","64527"
"2023-09-03","Viinikanlahti","Tampere","200000","97401","qPCR C","","Havaittiin","26017"
"2023-09-03","Kakolanmäki","Turku","300000","95504","qPCR C","","Havaittiin","71373"
"2023-09-03","Pått","Vaasa","69500","22656","qPCR C","","Havaittiin","52372"
"2023-08-28","Aggregoitu","Aggregoitu","","","qPCR C","","","39029"
"2023-08-27","Blominmäki","Espoo","390000","108600","qPCR C","","Havaittiin","41397"
"2023-08-27","Viikinmäki","Helsinki","910000","334305","qPCR C","","Havaittiin","24723"
"2023-08-27","Kuhasalo","Joensuu","98000","15197","qPCR C","b","Havaittiin","17778"
"2023-08-27","Nenäinniemi","Jyväskylä","154600","33261","qPCR C","b","Havaittiin","42942"
"2023-08-27","Lehtoniemi","Kuopio","95400","14469","qPCR C","","Havaittiin","45086"
"2023-08-27","Taskila","Oulu","200000","49512","qPCR C","","Havaittiin","62608"
"2023-08-27","Viinikanlahti","Tampere","200000","57887","qPCR C","","Havaittiin","58921"
"2023-08-27","Kakolanmäki","Turku","300000","119052","qPCR C","","Havaittiin","63727"
"2023-08-27","Pått","Vaasa","69500","14034","qPCR C","","Havaittiin","16293"
"2023-08-21","Aggregoitu","Aggregoitu","","","qPCR C","","","27435"
"2023-08-20","Blominmäki","Espoo","390000","74930","qPCR C","","Havaittiin","38177"
"2023-08-20","Viikinmäki","Helsinki","910000","184597","qPCR C","","Havaittiin","25021"
"2023-08-20","Kuhasalo","Joensuu","98000","15470","qPCR C","","Havaittiin","14664"
"2023-08-20","Nenäinniemi","Jyväskylä","154600","34641","qPCR C","","Havaittiin","25892"
"2023-08-20","Lehtoniemi","Kuopio","95400","13288","qPCR C","","Havaittiin","19083"
"2023-08-20","Toikansuo","Lappeenranta","63000","11558","qPCR C","","Havaittiin","10249"
"2023-08-20","Taskila","Oulu","200000","40683","qPCR C","","Havaittiin","34566"
"2023-08-20","Alakorkalo","Rovaniemi","55000","14800","qPCR C","","Havaittiin","146247"
"2023-08-20","Viinikanlahti","Tampere","200000","62033","qPCR C","","Havaittiin","18329"
"2023-08-20","Kakolanmäki","Turku","300000","53170","qPCR C","","Havaittiin","19489"
"2023-08-20","Pått","Vaasa","69500","13296","qPCR C","","Havaittiin","34477"
"2023-08-14","Aggregoitu","Aggregoitu","","","qPCR C","","","27186"
"2023-08-13","Blominmäki","Espoo","390000","75631","qPCR C","","Havaittiin","43012"
"2023-08-13","Viikinmäki","Helsinki","910000","184035","qPCR C","","Havaittiin","34711"
"2023-08-13","Kuhasalo","Joensuu","98000","17108","qPCR C","","Havaittiin","22012"
"2023-08-13","Nenäinniemi","Jyväskylä","154600","37371","qPCR C","","Havaittiin","47203"
"2023-08-13","Lehtoniemi","Kuopio","95400","14835","qPCR C","","Havaittiin","18747"
"2023-08-13","Taskila","Oulu","200000","41401","qPCR C","","Havaittiin","29741"
"2023-08-13","Viinikanlahti","Tampere","200000","65278","qPCR C","","Havaittiin","18142"
"2023-08-13","Kakolanmäki","Turku","300000","60068","qPCR C","","Havaittiin","16606"
"2023-08-13","Pått","Vaasa","69500","14538","qPCR C","a","Havaittiin","11897"
"2023-08-07","Aggregoitu","Aggregoitu","","","qPCR C","","","19891"
"2023-08-06","Blominmäki","Espoo","390000","83681","qPCR C","","Havaittiin","25771"
"2023-08-06","Viikinmäki","Helsinki","910000","186152","qPCR C","","Havaittiin","20319"
"2023-08-06","Kuhasalo","Joensuu","98000","18056","qPCR C","a","Havaittiin (alhainen määrä)",""
"2023-08-06","Nenäinniemi","Jyväskylä","154600","45027","qPCR C","a","Havaittiin","33695"
"2023-08-06","Lehtoniemi","Kuopio","95400","18997","qPCR C","","Havaittiin","13905"
"2023-08-06","Taskila","Oulu","200000","44338","qPCR C","","Havaittiin","31275"
"2023-08-06","Viinikanlahti","Tampere","200000","70957","qPCR C","","Havaittiin","25616"
"2023-08-06","Kakolanmäki","Turku","300000","60771","qPCR C","a","Havaittiin","15274"
"2023-08-06","Pått","Vaasa","69500","16742","qPCR C","a","Havaittiin","20466"
"2023-07-31","Aggregoitu","Aggregoitu","","","qPCR C","","","16350"
"2023-07-30","Blominmäki","Espoo","390000","70409","qPCR C","a","Havaittiin","25231"
"2023-07-30","Viikinmäki","Helsinki","910000","182299","qPCR C","","Havaittiin","20879"
"2023-07-30","Kuhasalo","Joensuu","98000","19806","qPCR C","a","Havaittiin (alhainen määrä)",""
"2023-07-30","Nenäinniemi","Jyväskylä","154600","60988","qPCR C","","Havaittiin","20551"
"2023-07-30","Lehtoniemi","Kuopio","95400","9869","qPCR C","","Havaittiin","4797"
"2023-07-30","Toikansuo","Lappeenranta","63000","16308","qPCR C","","Havaittiin","20076"
"2023-07-30","Taskila","Oulu","200000","51911","qPCR C","","Havaittiin","16987"
"2023-07-30","Alakorkalo","Rovaniemi","55000","12659","qPCR C","","Havaittiin","12360"
"2023-07-30","Viinikanlahti","Tampere","200000","76127","qPCR C","","Havaittiin","22900"
"2023-07-30","Kakolanmäki","Turku","300000","52047","qPCR C","","Havaittiin","11011"
"2023-07-30","Pått","Vaasa","69500","13846","qPCR C","a","Havaittiin (alhainen määrä)",""
"2023-07-03","Aggregoitu","Aggregoitu","","","qPCR C","","","43407"
"2023-07-02","Blominmäki","Espoo","390000","73576","qPCR C","(b)","Havaittiin","34325"
"2023-07-02","Viikinmäki","Helsinki","910000","233527","qPCR C","(b)","Havaittiin","43016"
"2023-07-02","Kuhasalo","Joensuu","98000","15181","qPCR C","(b)","Havaittiin","25256"
"2023-07-02","Nenäinniemi","Jyväskylä","154600","31248","qPCR C","(b)","Havaittiin","46163"
"2023-07-02","Lehtoniemi","Kuopio","95400","17599","qPCR C","(b)","Havaittiin","31742"
"2023-07-02","Viinikanlahti","Tampere","200000","86620","qPCR C","(b)","Havaittiin","48779"
"2023-07-02","Kakolanmäki","Turku","300000","55635","qPCR C","(b)","Havaittiin","50650"
"2023-06-26","Aggregoitu","Aggregoitu","","","qPCR C","","","33197"
"2023-06-25","Blominmäki","Espoo","390000","63393","qPCR C","","Havaittiin","29574"
"2023-06-25","Viikinmäki","Helsinki","910000","182572","qPCR C","","Havaittiin","39262"
"2023-06-25","Kuhasalo","Joensuu","98000","15964","qPCR C","b","Havaittiin","26063"
"2023-06-25","Nenäinniemi","Jyväskylä","154600","29919","qPCR C","","Havaittiin","50370"
"2023-06-25","Lehtoniemi","Kuopio","95400","10809","qPCR C","","Havaittiin","19495"
"2023-06-25","Toikansuo","Lappeenranta","63000","11976","qPCR C","a","Havaittiin","23569"
"2023-06-25","Taskila","Oulu","200000","39279","qPCR C","","Havaittiin","19164"
"2023-06-25","Alakorkalo","Rovaniemi","55000","10101","qPCR C","c","Havaittiin","25256"
"2023-06-25","Viinikanlahti","Tampere","200000","50041","qPCR C","","Havaittiin","28180"
"2023-06-25","Kakolanmäki","Turku","300000","44956","qPCR C","","Havaittiin","41708"
"2023-06-25","Pått","Vaasa","69500","11623","qPCR C","b","Havaittiin","7035"
"2023-06-19","Aggregoitu","Aggregoitu","","","qPCR C","","","42573"
"2023-06-19","Pått","Vaasa","69500","14593","qPCR C","","Havaittiin","8462"
"2023-06-18","Blominmäki","Espoo","390000","71989","qPCR C","","Havaittiin","46209"
"2023-06-18","Viikinmäki","Helsinki","910000","197829","qPCR C","","Havaittiin","47583"
"2023-06-18","Kuhasalo","Joensuu","98000","14360","qPCR C","","Havaittiin","15091"
"2023-06-18","Nenäinniemi","Jyväskylä","154600","32409","qPCR C","","Havaittiin","82673"
"2023-06-18","Lehtoniemi","Kuopio","95400","12154","qPCR C","","Havaittiin","10463"
"2023-06-18","Taskila","Oulu","200000","43286","qPCR C","","Havaittiin","33077"
"2023-06-18","Viinikanlahti","Tampere","200000","53461","qPCR C","","Havaittiin","55856"
"2023-06-18","Kakolanmäki","Turku","300000","51851","qPCR C","","Havaittiin","51940"
"2023-06-12","Aggregoitu","Aggregoitu","","","qPCR C","","","29086"
"2023-06-11","Blominmäki","Espoo","390000","110189","qPCR C","","Havaittiin","103792"
"2023-06-11","Viikinmäki","Helsinki","910000","206201","qPCR C","","Havaittiin","28292"
"2023-06-11","Kuhasalo","Joensuu","98000","14579","qPCR C","","Havaittiin","16399"
"2023-06-11","Nenäinniemi","Jyväskylä","154600","33093","qPCR C","","Havaittiin","41425"
"2023-06-11","Lehtoniemi","Kuopio","95400","12983","qPCR C","","Havaittiin","28009"
"2023-06-11","Taskila","Oulu","200000","45262","qPCR C","","Havaittiin","36442"
"2023-06-11","Viinikanlahti","Tampere","200000","60467","qPCR C","","Havaittiin","37260"
"2023-06-11","Kakolanmäki","Turku","300000","53390","qPCR C","","Havaittiin","29547"
